Location_ID,Country,City,State,Postal Code,Region
US-Sou-Mis-Hat-39401,United States,Hattiesburg,Mississippi,39401,South
US-Cen-Mis-Kir-63122,United States,Kirkwood,Missouri,63122,Central
US-Wes-Ida-Boi-83704,United States,Boise,Idaho,83704,West
US-Wes-Ore-Red-97756,United States,Redmond,Oregon,97756,West
US-Cen-Min-Eag-55122,United States,Eagan,Minnesota,55122,Central
US-Wes-Cal-Yuc-92399,United States,Yucaipa,California,92399,West
US-Eas-Mas-New-2740,United States,New Bedford,Massachusetts,2740,East
US-Eas-Pen-All-18103,United States,Allentown,Pennsylvania,18103,East
US-Sou-Ken-Flo-41042,United States,Florence,Kentucky,41042,South
US-Wes-Cal-Mur-92563,United States,Murrieta,California,92563,West
US-Cen-Tex-Bed-76021,United States,Bedford,Texas,76021,Central
US-Cen-Mic-Hol-49423,United States,Holland,Michigan,49423,Central
US-Sou-Vir-Cha-22901,United States,Charlottesville,Virginia,22901,South
US-Cen-Min-Roc-55901,United States,Rochester,Minnesota,55901,Central
US-Wes-Cal-La -92253,United States,La Quinta,California,92253,West
US-Sou-Flo-Tam-33319,United States,Tamarac,Florida,33319,South
US-Wes-Cal-Red-92374,United States,Redlands,California,92374,West
US-Eas-New-Aub-13021,United States,Auburn,New York,13021,East
US-Sou-Sou-Nor-29406,United States,North Charleston,South Carolina,29406,South
US-Cen-Mic-Lin-48146,United States,Lincoln Park,Michigan,48146,Central
US-Eas-Mas-Qui-2169,United States,Quincy,Massachusetts,2169,East
US-Sou-Ten-Fra-37064,United States,Franklin,Tennessee,37064,South
US-Wes-Cal-Oce-92054,United States,Oceanside,California,92054,West
US-Cen-Okl-Bro-74012,United States,Broken Arrow,Oklahoma,74012,Central
US-Cen-Iow-Dub-52001,United States,Dubuque,Iowa,52001,Central
US-Cen-Ill-Roc-61107,United States,Rockford,Illinois,61107,Central
US-Sou-Ten-Mur-37130,United States,Murfreesboro,Tennessee,37130,South
US-Eas-New-Bay-7002,United States,Bayonne,New Jersey,7002,East
US-Cen-Ill-Qui-62301,United States,Quincy,Illinois,62301,Central
US-Eas-Mas-Cam-2138,United States,Cambridge,Massachusetts,2138,East
US-Eas-Mar-Roc-20852,United States,Rockville,Maryland,20852,East
US-Eas-Con-Mid-6457,United States,Middletown,Connecticut,6457,East
US-Wes-Ore-Hil-97123,United States,Hillsboro,Oregon,97123,West
US-Sou-Geo-War-31088,United States,Warner Robins,Georgia,31088,South
US-Cen-Mic-Ann-48104,United States,Ann Arbor,Michigan,48104,Central
US-Wes-Cal-San-93101,United States,Santa Barbara,California,93101,West
US-Cen-Ind-Nob-46060,United States,Noblesville,Indiana,46060,Central
US-Cen-Mic-Mou-48858,United States,Mount Pleasant,Michigan,48858,Central
US-Cen-Ill-Orl-60462,United States,Orland Park,Illinois,60462,Central
US-Wes-Nev-Spa-89431,United States,Sparks,Nevada,89431,West
US-Wes-Cal-Sal-93905,United States,Salinas,California,93905,West
US-Sou-Ark-Con-72032,United States,Conway,Arkansas,72032,South
US-Sou-Nor-Mon-28110,United States,Monroe,North Carolina,28110,South
US-Eas-Ver-Bur-5408,United States,Burlington,Vermont,5408,East
US-Cen-Ind-Law-46226,United States,Lawrence,Indiana,46226,Central
US-Cen-Min-Ros-55113,United States,Roseville,Minnesota,55113,Central
US-Sou-Ten-Leb-37087,United States,Lebanon,Tennessee,37087,South
US-Wes-Mon-Hel-59601,United States,Helena,Montana,59601,West
US-Wes-New-Rio-87124,United States,Rio Rancho,New Mexico,87124,West
US-Cen-Tex-Fri-75034,United States,Frisco,Texas,75034,Central
US-Eas-New-Mor-7960,United States,Morristown,New Jersey,7960,East
US-Sou-Ten-Jac-38301,United States,Jackson,Tennessee,38301,South
US-Sou-Flo-Pem-33024,United States,Pembroke Pines,Florida,33024,South
US-Wes-Cal-Lak-92530,United States,Lake Elsinore,California,92530,West
US-Cen-Ill-Cha-61821,United States,Champaign,Illinois,61821,Central
US-Wes-Cal-San-92704,United States,Santa Ana,California,92704,West
US-Cen-Mic-Dea-48126,United States,Dearborn,Michigan,48126,Central
US-Sou-Flo-Tal-32303,United States,Tallahassee,Florida,32303,South
US-Wes-Cal-Tem-92592,United States,Temecula,California,92592,West
US-Wes-Cal-Cos-92627,United States,Costa Mesa,California,92627,West
US-Cen-Ill-Gle-60025,United States,Glenview,Illinois,60025,Central
US-Eas-New-Lin-11757,United States,Lindenhurst,New York,11757,East
US-Wes-Ari-Bul-86442,United States,Bullhead City,Arizona,86442,West
US-Cen-Wis-Sup-54880,United States,Superior,Wisconsin,54880,Central
US-Eas-Ohi-Dub-43017,United States,Dublin,Ohio,43017,East
US-Wes-Cal-Vis-93277,United States,Visalia,California,93277,West
US-Wes-Mon-Mis-59801,United States,Missoula,Montana,59801,West
US-Eas-Mar-Gai-20877,United States,Gaithersburg,Maryland,20877,East
US-Wes-Was-Lon-98632,United States,Longview,Washington,98632,West
US-Eas-New-Wes-7090,United States,Westfield,New Jersey,7090,East
US-Sou-Mis-Gul-39503,United States,Gulfport,Mississippi,39503,South
US-Eas-New-Atl-8401,United States,Atlantic City,New Jersey,8401,East
US-Wes-Ari-Sie-85635,United States,Sierra Vista,Arizona,85635,West
US-Sou-Ten-Cha-37421,United States,Chattanooga,Tennessee,37421,South
US-Eas-New-Bel-7109,United States,Belleville,New Jersey,7109,East
US-Cen-Wis-La -54601,United States,La Crosse,Wisconsin,54601,Central
US-Cen-Tex-Rou-78664,United States,Round Rock,Texas,78664,Central
US-Eas-Con-Mil-6460,United States,Milford,Connecticut,6460,East
US-Eas-Mas-And-1810,United States,Andover,Massachusetts,1810,East
US-Cen-Tex-Har-78550,United States,Harlingen,Texas,78550,Central
US-Wes-Cal-Red-94061,United States,Redwood City,California,94061,West
US-Cen-Tex-Bry-77803,United States,Bryan,Texas,77803,Central
US-Eas-Mas-Mal-2148,United States,Malden,Massachusetts,2148,East
US-Wes-Col-Lit-80122,United States,Littleton,Colorado,80122,West
US-Cen-Mis-Sai-63376,United States,Saint Peters,Missouri,63376,Central
US-Cen-Okl-Nor-73071,United States,Norman,Oklahoma,73071,Central
US-Cen-Tex-Gra-76051,United States,Grapevine,Texas,76051,Central
US-Sou-Nor-Gas-28052,United States,Gastonia,North Carolina,28052,South
US-Cen-Mis-Jef-65109,United States,Jefferson City,Missouri,65109,Central
US-Wes-Cal-San-92672,United States,San Clemente,California,92672,West
US-Wes-Cal-Hes-92345,United States,Hesperia,California,92345,West
US-Wes-Cal-Enc-92024,United States,Encinitas,California,92024,West
US-Wes-Nev-Hen-89015,United States,Henderson,Nevada,89015,West
US-Sou-Vir-Sal-24153,United States,Salem,Virginia,24153,South
US-Wes-Ari-Yum-85364,United States,Yuma,Arizona,85364,West
US-Eas-Con-Wat-6708,United States,Waterbury,Connecticut,6708,East
US-Eas-Rho-War-2886,United States,Warwick,Rhode Island,2886,East
US-Eas-New-Pas-7055,United States,Passaic,New Jersey,7055,East
US-Wes-Col-Par-80134,United States,Parker,Colorado,80134,West
US-Wes-Col-Lon-80501,United States,Longmont,Colorado,80501,West
US-Eas-Pen-Yor-17403,United States,York,Pennsylvania,17403,East
US-Cen-Mic-Ros-48066,United States,Roseville,Michigan,48066,Central
US-Wes-Col-Bro-80020,United States,Broomfield,Colorado,80020,West
US-Sou-Ken-Bow-42104,United States,Bowling Green,Kentucky,42104,South
US-Sou-Flo-Pen-32503,United States,Pensacola,Florida,32503,South
US-Sou-Ten-Hen-37075,United States,Hendersonville,Tennessee,37075,South
US-Sou-Lou-Ken-70065,United States,Kenner,Louisiana,70065,South
US-Cen-Wis-Wes-53214,United States,West Allis,Wisconsin,53214,Central
US-Wes-Cal-Dav-95616,United States,Davis,California,95616,West
US-Cen-Tex-Edi-78539,United States,Edinburg,Texas,78539,Central
US-Wes-Col-For-80525,United States,Fort Collins,Colorado,80525,West
US-Cen-Wis-She-53081,United States,Sheboygan,Wisconsin,53081,Central
US-Cen-Tex-Pha-78577,United States,Pharr,Texas,78577,Central
US-Wes-Col-Eng-80112,United States,Englewood,Colorado,80112,West
US-Cen-Tex-Wac-76706,United States,Waco,Texas,76706,Central
US-Cen-Wis-Wau-53186,United States,Waukesha,Wisconsin,53186,Central
US-Sou-Ken-Geo-40324,United States,Georgetown,Kentucky,40324,South
US-Cen-Iow-Ced-52402,United States,Cedar Rapids,Iowa,52402,Central
US-Sou-Nor-Tho-27360,United States,Thomasville,North Carolina,27360,South
US-Cen-Min-Sai-55106,United States,Saint Paul,Minnesota,55106,Central
US-Cen-Ill-Whe-60090,United States,Wheeling,Illinois,60090,Central
US-Wes-Cal-Sto-95207,United States,Stockton,California,95207,West
US-Wes-Col-Arv-80004,United States,Arvada,Colorado,80004,West
US-Wes-Ida-Twi-83301,United States,Twin Falls,Idaho,83301,West
US-Wes-Cal-Lag-92677,United States,Laguna Niguel,California,92677,West
US-Eas-Mas-Mar-1752,United States,Marlborough,Massachusetts,1752,East
US-Wes-Was-Red-98052,United States,Redmond,Washington,98052,West
US-Wes-Cal-Woo-95695,United States,Woodland,California,95695,West
US-Cen-Iow-Iow-52240,United States,Iowa City,Iowa,52240,Central
US-Cen-Ind-La -46350,United States,La Porte,Indiana,46350,Central
US-Wes-Cal-Lak-92630,United States,Lake Forest,California,92630,West
US-Sou-Flo-Cor-33134,United States,Coral Gables,Florida,33134,South
US-Cen-Tex-The-75056,United States,The Colony,Texas,75056,Central
US-Wes-Was-Mar-98270,United States,Marysville,Washington,98270,West
US-Cen-Tex-La -77571,United States,La Porte,Texas,77571,Central
US-Eas-New-Bri-8302,United States,Bridgeton,New Jersey,8302,East
US-Wes-Cal-San-93405,United States,San Luis Obispo,California,93405,West
US-Cen-Tex-Con-77301,United States,Conroe,Texas,77301,Central
US-Cen-Iow-Urb-50322,United States,Urbandale,Iowa,50322,Central
US-Wes-Ore-Eug-97405,United States,Eugene,Oregon,97405,West
US-Wes-Wyo-Che-82001,United States,Cheyenne,Wyoming,82001,West
US-Cen-Ill-Arl-60004,United States,Arlington Heights,Illinois,60004,Central
US-Wes-Was-Van-98661,United States,Vancouver,Washington,98661,West
US-Wes-Was-Aub-98002,United States,Auburn,Washington,98002,West
US-Sou-Nor-Bur-27217,United States,Burlington,North Carolina,27217,South
US-Wes-New-Car-88220,United States,Carlsbad,New Mexico,88220,West
US-Cen-Okl-Edm-73034,United States,Edmond,Oklahoma,73034,Central
US-Wes-Cal-Mon-90640,United States,Montebello,California,90640,West
US-Eas-Con-She-6484,United States,Shelton,Connecticut,6484,East
US-Cen-Kan-Ove-66212,United States,Overland Park,Kansas,66212,Central
US-Eas-New-Eas-7017,United States,East Orange,New Jersey,7017,East
US-Sou-Nor-Hic-28601,United States,Hickory,North Carolina,28601,South
US-Cen-Tex-San-76903,United States,San Angelo,Texas,76903,Central
US-Cen-Iow-Mar-52302,United States,Marion,Iowa,52302,Central
US-Wes-Cal-Mor-95037,United States,Morgan Hill,California,95037,West
US-Sou-Ken-Mur-42071,United States,Murray,Kentucky,42071,South
US-Wes-Cal-Ant-94509,United States,Antioch,California,94509,West
US-Cen-Tex-Ric-75080,United States,Richardson,Texas,75080,Central
US-Cen-Neb-Fre-68025,United States,Fremont,Nebraska,68025,Central
US-Cen-Ind-Gre-46142,United States,Greenwood,Indiana,46142,Central
US-Sou-Flo-Hom-33030,United States,Homestead,Florida,33030,South
US-Wes-Cal-Tor-90503,United States,Torrance,California,90503,West
US-Wes-Cal-App-92307,United States,Apple Valley,California,92307,West
US-Sou-Nor-Gol-27534,United States,Goldsboro,North Carolina,27534,South
US-Eas-New-Nas-3060,United States,Nashua,New Hampshire,3060,East
US-Cen-Tex-Dee-77536,United States,Deer Park,Texas,77536,Central
US-Sou-Ala-Tus-35401,United States,Tuscaloosa,Alabama,35401,South
US-Sou-Flo-Orm-32174,United States,Ormond Beach,Florida,32174,South
US-Cen-Tex-Kel-76248,United States,Keller,Texas,76248,Central
US-Sou-Ala-Hoo-35244,United States,Hoover,Alabama,35244,South
US-Cen-Okl-Mus-74403,United States,Muskogee,Oklahoma,74403,Central
US-Sou-Ark-Rog-72756,United States,Rogers,Arkansas,72756,South
US-Sou-Flo-Pom-33068,United States,Pompano Beach,Florida,33068,South
US-Wes-Cal-Fai-94533,United States,Fairfield,California,94533,West
US-Cen-Mic-Oak-48237,United States,Oak Park,Michigan,48237,Central
US-Eas-New-New-8901,United States,New Brunswick,New Jersey,8901,East
US-Wes-Col-Gre-80634,United States,Greeley,Colorado,80634,West
US-Sou-Flo-Kis-34741,United States,Kissimmee,Florida,34741,South
US-Sou-Flo-San-32771,United States,Sanford,Florida,32771,South
US-Cen-Ill-Dan-61832,United States,Danville,Illinois,61832,Central
US-Wes-Cal-Wes-92683,United States,Westminster,California,92683,West
US-Cen-Tex-Man-76063,United States,Mansfield,Texas,76063,Central
US-Cen-Nor-Far-58103,United States,Fargo,North Dakota,58103,Central
US-Eas-Mar-Lau-20707,United States,Laurel,Maryland,20707,East
US-Wes-Cal-Cit-95610,United States,Citrus Heights,California,95610,West
US-Wes-Cal-San-94403,United States,San Mateo,California,94403,West
US-Wes-Cal-Pic-90660,United States,Pico Rivera,California,90660,West
US-Cen-Iow-Wat-50701,United States,Waterloo,Iowa,50701,Central
US-Cen-Min-Map-55369,United States,Maple Grove,Minnesota,55369,Central
US-Cen-Ind-Elk-46514,United States,Elkhart,Indiana,46514,Central
US-Wes-Col-Lov-80538,United States,Loveland,Colorado,80538,West
US-Wes-Cal-Ing-90301,United States,Inglewood,California,90301,West
US-Wes-Cal-La -91941,United States,La Mesa,California,91941,West
US-Cen-Mis-Ind-64055,United States,Independence,Missouri,64055,Central
US-Wes-Cal-Mod-95351,United States,Modesto,California,95351,West
US-Wes-New-Clo-88101,United States,Clovis,New Mexico,88101,West
US-Cen-Neb-Gra-68801,United States,Grand Island,Nebraska,68801,Central
US-Sou-Flo-Mel-32935,United States,Melbourne,Florida,32935,South
US-Cen-Tex-Pea-77581,United States,Pearland,Texas,77581,Central
US-Sou-Ark-Pin-71603,United States,Pine Bluff,Arkansas,71603,South
US-Cen-Min-Sai-56301,United States,Saint Cloud,Minnesota,56301,Central
US-Sou-Flo-Mir-33023,United States,Miramar,Florida,33023,South
US-Eas-Ohi-Men-44060,United States,Mentor,Ohio,44060,East
US-Wes-Ida-Mer-83642,United States,Meridian,Idaho,83642,West
US-Eas-Wes-Whe-26003,United States,Wheeling,West Virginia,26003,East
US-Wes-Was-Bel-98226,United States,Bellingham,Washington,98226,West
US-Wes-Cal-Dan-94526,United States,Danville,California,94526,West
US-Sou-Ark-Spr-72762,United States,Springdale,Arkansas,72762,South
US-Wes-Cal-Sun-94086,United States,Sunnyvale,California,94086,West
US-Wes-Cal-Coa-92236,United States,Coachella,California,92236,West
US-Cen-Sou-Abe-57401,United States,Aberdeen,South Dakota,57401,Central
US-Sou-Flo-Jup-33458,United States,Jupiter,Florida,33458,South
US-Wes-Cal-Dub-94568,United States,Dublin,California,94568,West
US-Eas-Ohi-Gro-43123,United States,Grove City,Ohio,43123,East
US-Eas-Ohi-Ely-44035,United States,Elyria,Ohio,44035,East
US-Eas-Mar-Hag-21740,United States,Hagerstown,Maryland,21740,East
US-Cen-Mic-Sag-48601,United States,Saginaw,Michigan,48601,Central
US-Cen-Tex-Col-77840,United States,College Station,Texas,77840,Central
US-Wes-Cal-Ont-91761,United States,Ontario,California,91761,West
US-Wes-Was-Ren-98059,United States,Renton,Washington,98059,West
US-Cen-Mic-Can-48187,United States,Canton,Michigan,48187,Central
US-Sou-Sou-Sum-29483,United States,Summerville,South Carolina,29483,South
US-Cen-Mis-Gla-64118,United States,Gladstone,Missouri,64118,Central
US-Cen-Tex-Mis-77489,United States,Missouri City,Texas,77489,Central
US-Cen-Mic-Roc-48307,United States,Rochester Hills,Michigan,48307,Central
US-Sou-Nor-Cha-27514,United States,Chapel Hill,North Carolina,27514,South
US-Wes-Col-Com-80022,United States,Commerce City,Colorado,80022,West
