Order ID,Customer ID,Location_ID,Order Date
CA-2020-131779,LE-16810,US-Eas-Del-New-19711,12-06-2020
CA-2020-155054,PS-19045,US-Eas-Mai-Lew-4240,13-06-2020
CA-2020-104941,DH-13075,US-Sou-Ala-Dec-35601,13-06-2020
CA-2020-137281,BF-10975,US-Sou-Geo-Ros-30076,13-06-2020
CA-2020-127418,JJ-15445,US-Wes-Cal-Los-90004,13-06-2020
CA-2020-104059,FC-14245,US-Eas-Ohi-Spr-45503,13-06-2020
CA-2020-120439,AD-10180,US-Eas-Pen-Phi-19120,14-06-2020
CA-2020-129896,PF-19120,US-Wes-Ari-Gil-85234,15-06-2020
US-2020-106495,AC-10450,US-Sou-Flo-Tam-33614,15-06-2020
CA-2020-164567,GK-14620,US-Wes-Cal-Los-90004,15-06-2020
CA-2020-167269,PB-19150,US-Eas-Pen-Phi-19134,16-06-2020
CA-2020-118955,LS-17230,US-Cen-Tex-Gra-75051,16-06-2020
US-2020-163825,LC-16885,US-Eas-New-New-10009,16-06-2020
CA-2020-133242,KH-16510,US-Sou-Vir-Arl-22204,18-06-2020
CA-2020-122287,SN-20560,US-Wes-Ari-Peo-85345,18-06-2020
CA-2020-147011,HR-14830,US-Sou-Flo-Mia-33178,18-06-2020
CA-2020-154200,BG-11740,US-Wes-Cal-San-92105,18-06-2020
CA-2020-156734,BV-11245,US-Sou-Ten-Smy-37167,18-06-2020
CA-2020-111864,PP-18955,US-Eas-Pen-Phi-19134,19-06-2020
CA-2020-121965,LH-17155,US-Wes-Cal-Los-90032,19-06-2020
CA-2020-163734,KM-16375,US-Cen-Tex-Hou-77070,19-06-2020
CA-2020-144302,ME-17320,US-Cen-Tex-Dal-75081,19-06-2020
CA-2020-158351,BC-11125,US-Eas-Pen-Phi-19134,20-06-2020
CA-2020-140144,SC-20770,US-Wes-Cal-San-94122,20-06-2020
US-2020-136427,JM-16195,US-Wes-Col-Aur-80013,20-06-2020
CA-2020-123330,EP-13915,US-Sou-Flo-Del-32725,21-06-2020
CA-2020-153423,SW-20455,US-Eas-New-Roc-14609,22-06-2020
CA-2020-128167,KL-16645,US-Wes-Uta-Lay-84041,22-06-2020
CA-2020-124975,MG-17875,US-Cen-Ill-Aur-60505,22-06-2020
CA-2020-122826,RD-19480,US-Wes-Was-Oly-98502,23-06-2020
CA-2020-139164,CS-12355,US-Wes-Cal-Lon-90805,23-06-2020
CA-2020-106187,RF-19345,US-Sou-Geo-Eas-30344,23-06-2020
CA-2020-127110,CH-12070,US-Eas-Pen-Phi-19143,25-06-2020
CA-2020-115945,AB-10165,US-Wes-Cal-Los-90045,25-06-2020
CA-2020-137750,JF-15565,US-Wes-Cal-San-94110,25-06-2020
CA-2020-119690,MV-17485,US-Cen-Tex-Hou-77041,25-06-2020
CA-2020-115938,SA-20830,US-Sou-Vir-Ric-23223,26-06-2020
CA-2020-166583,VD-21670,US-Cen-Tex-Hou-77070,26-06-2020
CA-2020-143882,DB-13360,US-Eas-Ohi-Lak-44107,26-06-2020
CA-2020-125395,LA-16780,US-Cen-Mic-Tay-48180,26-06-2020
CA-2020-162950,DW-13585,US-Eas-Ohi-Tro-45373,28-06-2020
CA-2020-112144,CY-12745,US-Wes-Ari-Gil-85234,28-06-2020
CA-2020-103772,MP-17470,US-Sou-Geo-Smy-30080,28-06-2020
US-2020-141684,MM-18055,US-Eas-New-New-10011,29-06-2020
US-2020-100069,NF-18475,US-Cen-Neb-Oma-68104,29-06-2020
CA-2020-165799,SG-20470,US-Eas-New-New-10024,29-06-2020
CA-2020-157322,RH-19600,US-Cen-Ill-Car-60188,02-07-2020
CA-2020-140718,FA-14230,US-Sou-Nor-Ral-27604,02-07-2020
CA-2020-120397,RB-19435,US-Cen-Tex-Hou-77070,02-07-2020
CA-2020-111703,KB-16315,US-Sou-Flo-Hol-33021,02-07-2020
CA-2020-150196,SR-20740,US-Eas-New-New-10024,02-07-2020
CA-2020-128139,BD-11725,US-Sou-Ken-Ric-40475,03-07-2020
US-2020-153500,DG-13300,US-Eas-Pen-Phi-19134,03-07-2020
CA-2020-124268,AD-10180,US-Eas-New-New-10035,04-07-2020
CA-2020-152513,JP-16135,US-Wes-Cal-San-92024,04-07-2020
CA-2020-154956,IM-15070,US-Cen-Wis-Mil-53209,04-07-2020
US-2020-158911,RS-19765,US-Sou-Nor-Cha-28205,05-07-2020
CA-2020-130610,VP-21730,US-Cen-Mic-Ste-48310,05-07-2020
CA-2020-164336,MW-18220,US-Eas-Pen-Phi-19140,05-07-2020
CA-2020-116750,BF-10975,US-Sou-Nor-Fay-28314,05-07-2020
CA-2020-108665,KM-16225,US-Eas-New-New-10011,06-07-2020
CA-2020-146087,PP-18955,US-Eas-Mas-Hol-1040,06-07-2020
CA-2020-161627,SJ-20215,US-Wes-Cal-Pas-91104,06-07-2020
CA-2020-116260,BF-10975,US-Eas-New-Vin-8360,06-07-2020
CA-2020-129392,DM-13015,US-Cen-Tex-Hou-77070,08-07-2020
CA-2020-132626,BT-11680,US-Eas-Mar-Cli-20735,09-07-2020
CA-2020-123456,KN-16450,US-Cen-Tex-Dal-75220,09-07-2020
CA-2020-135314,MC-17575,US-Eas-Pen-Phi-19120,09-07-2020
CA-2020-111094,CB-12535,US-Eas-Mas-Fra-2038,09-07-2020
CA-2020-153626,EB-13870,US-Sou-Ten-Nas-37211,09-07-2020
CA-2020-107020,MV-18190,US-Wes-Cal-San-92404,10-07-2020
CA-2020-149384,EH-13945,US-Wes-Ari-Tem-85281,10-07-2020
CA-2020-142419,SC-20380,US-Wes-Was-Sea-98115,11-07-2020
CA-2020-142237,CK-12595,US-Eas-Pen-Phi-19134,11-07-2020
CA-2020-136469,TS-21370,US-Eas-Del-Wil-19805,11-07-2020
CA-2020-126557,RL-19615,US-Cen-Ill-Chi-60610,12-07-2020
CA-2020-112711,FM-14380,US-Cen-Tex-Ama-79109,12-07-2020
CA-2020-114069,ND-18370,US-Eas-New-New-10035,13-07-2020
US-2020-107349,SL-20155,US-Cen-Tex-Hou-77095,13-07-2020
US-2020-140851,ND-18460,US-Sou-Geo-Mac-31204,13-07-2020
CA-2020-143364,TG-21310,US-Wes-Ari-Mes-85204,14-07-2020
CA-2020-146948,MG-17890,US-Eas-Mar-Bal-21215,16-07-2020
CA-2020-113404,EM-13810,US-Wes-Cal-San-94122,16-07-2020
US-2020-166520,KE-16420,US-Eas-New-New-10035,16-07-2020
CA-2020-121132,VB-21745,US-Cen-Tex-Hou-77041,17-07-2020
US-2020-149629,MP-17965,US-Sou-Flo-Por-34952,17-07-2020
CA-2020-138534,JM-15535,US-Wes-Cal-Bak-93309,17-07-2020
CA-2020-122973,PJ-19015,US-Eas-New-New-10024,18-07-2020
CA-2020-159590,KC-16255,US-Eas-New-New-10009,18-07-2020
CA-2020-111206,RF-19735,US-Wes-Cal-San-92105,18-07-2020
US-2020-160150,TS-21085,US-Wes-Ari-Pho-85023,19-07-2020
CA-2020-160472,RK-19300,US-Cen-Ind-Sou-46614,20-07-2020
US-2020-122784,RA-19915,US-Cen-Ill-Hig-60035,20-07-2020
CA-2020-120810,TH-21550,US-Eas-New-New-10009,23-07-2020
CA-2020-124044,MS-17830,US-Eas-New-Roc-14609,23-07-2020
CA-2020-103135,SS-20515,US-Sou-Ken-Lou-40214,24-07-2020
CA-2020-148635,MH-18025,US-Wes-Was-Sea-98115,25-07-2020
US-2020-150161,RB-19795,US-Eas-Pen-Phi-19143,25-07-2020
CA-2020-154291,YS-21880,US-Sou-Ala-Mon-36116,25-07-2020
CA-2020-139248,RD-19930,US-Wes-Cal-Los-90032,25-07-2020
CA-2020-148180,BP-11095,US-Wes-Cal-Oxn-93030,26-07-2020
CA-2020-127754,CK-12760,US-Wes-Ari-Gle-85301,26-07-2020
CA-2020-136735,HA-14920,US-Wes-Cal-San-94110,26-07-2020
CA-2020-143700,AS-10240,US-Eas-Pen-Phi-19140,26-07-2020
US-2020-140200,CA-12775,US-Wes-Ari-Mes-85204,26-07-2020
US-2020-129553,PG-18820,US-Sou-Ken-Lou-40214,27-07-2020
CA-2020-155334,HA-14920,US-Wes-Cal-San-94109,30-07-2020
US-2020-164966,GH-14410,US-Cen-Min-Lak-55044,30-07-2020
CA-2020-132507,CC-12610,US-Cen-Tex-Hou-77041,30-07-2020
CA-2020-124891,RH-19495,US-Eas-New-New-10024,31-07-2020
CA-2020-111017,SC-20695,US-Cen-Mis-Sai-63116,31-07-2020
CA-2020-164427,AR-10405,US-Sou-Mis-Hat-39401,31-07-2020
CA-2020-153388,PC-19000,US-Wes-Cal-Los-90004,01-08-2020
CA-2020-147501,Co-12640,US-Wes-Was-Sea-98105,02-08-2020
CA-2020-122406,BE-11455,US-Eas-Rho-Pro-2908,02-08-2020
CA-2020-112767,DK-12985,US-Wes-Ore-Spr-97477,02-08-2020
CA-2020-112214,AH-10690,US-Cen-Tex-Dal-75220,05-08-2020
CA-2020-160794,MS-17980,US-Cen-Tex-Hou-77041,06-08-2020
CA-2020-135251,RP-19270,US-Cen-Tex-Hou-77095,06-08-2020
CA-2020-138331,JK-15625,US-Eas-Pen-Phi-19120,07-08-2020
CA-2020-163237,EM-14095,US-Sou-Vir-Spr-22153,07-08-2020
US-2020-117492,NS-18640,US-Eas-Mar-Bal-21215,07-08-2020
US-2020-124219,KW-16570,US-Cen-Mis-Kir-63122,07-08-2020
CA-2020-141936,PN-18775,US-Wes-Cal-Bak-93309,07-08-2020
CA-2020-163895,NS-18640,US-Wes-Ida-Boi-83704,07-08-2020
CA-2020-129322,DB-13405,US-Eas-Mas-Law-1841,08-08-2020
CA-2020-168564,TT-21220,US-Wes-Cal-San-94109,08-08-2020
CA-2020-127544,RD-19585,US-Eas-New-Uti-13501,08-08-2020
CA-2020-131338,NP-18325,US-Eas-New-New-10024,09-08-2020
CA-2020-163055,DS-13180,US-Cen-Mic-Det-48227,09-08-2020
CA-2020-128013,MF-18250,US-Eas-New-New-10035,09-08-2020
CA-2020-103954,HR-14770,US-Cen-Wis-Mil-53209,09-08-2020
CA-2020-155453,RA-19885,US-Sou-Flo-Jac-32216,09-08-2020
US-2020-156496,WB-21850,US-Wes-Ore-Red-97756,10-08-2020
CA-2020-130022,JK-16120,US-Cen-Min-Eag-55122,10-08-2020
CA-2020-121699,BD-11320,US-Cen-Mic-Det-48227,10-08-2020
US-2020-156797,PO-19180,US-Eas-New-New-10035,11-08-2020
CA-2020-119634,BW-11065,US-Sou-Nor-Ral-27604,11-08-2020
CA-2020-133396,GK-14620,US-Sou-Nor-Gre-27405,13-08-2020
CA-2020-150441,RA-19285,US-Cen-Ind-Ric-47374,13-08-2020
CA-2020-120516,CK-12595,US-Sou-Geo-Mar-30062,13-08-2020
CA-2020-148495,SF-20065,US-Wes-Cal-Pom-91767,13-08-2020
CA-2020-112011,ON-18715,US-Wes-Cal-Yuc-92399,13-08-2020
CA-2020-169656,EJ-13720,US-Eas-Pen-Phi-19143,13-08-2020
CA-2020-162369,TT-21265,US-Wes-Cal-Los-90045,15-08-2020
CA-2020-142454,RE-19450,US-Wes-Cal-Oak-94601,15-08-2020
US-2020-128090,JM-15865,US-Wes-Ari-Pho-85023,16-08-2020
US-2020-164238,JW-15955,US-Eas-Pen-Phi-19120,16-08-2020
US-2020-126753,SP-20860,US-Eas-Pen-Phi-19134,16-08-2020
CA-2020-119627,SC-20725,US-Wes-Ari-Peo-85345,17-08-2020
CA-2020-111297,SC-20440,US-Eas-Mas-New-2740,17-08-2020
US-2020-130512,SM-20320,US-Eas-Pen-All-18103,21-08-2020
CA-2020-130456,DS-13180,US-Wes-Cal-San-94122,21-08-2020
CA-2020-144267,NZ-18565,US-Wes-Cal-San-94110,21-08-2020
CA-2020-122168,HG-14965,US-Sou-Ken-Flo-41042,21-08-2020
CA-2020-154823,KN-16390,US-Eas-Ohi-Spr-45503,21-08-2020
CA-2020-129854,RB-19705,US-Eas-New-New-10009,22-08-2020
CA-2020-132080,DP-13105,US-Eas-New-New-10035,22-08-2020
CA-2020-114468,TD-20995,US-Cen-Ill-Bol-60440,23-08-2020
CA-2020-165624,FH-14350,US-Sou-Geo-Atl-30318,23-08-2020
CA-2020-102491,KW-16435,US-Sou-Ken-Flo-41042,24-08-2020
CA-2020-123939,MS-17710,US-Eas-Ohi-Bow-43402,24-08-2020
CA-2020-146563,CB-12025,US-Cen-Tex-Arl-76017,24-08-2020
CA-2020-113740,SC-20380,US-Eas-New-New-10035,24-08-2020
CA-2020-139584,EM-13810,US-Eas-New-New-10009,24-08-2020
CA-2020-169299,DO-13435,US-Wes-Ore-Por-97206,24-08-2020
US-2020-139759,NL-18310,US-Wes-Cal-Los-90045,25-08-2020
CA-2020-168809,MC-18100,US-Cen-Tex-Hou-77041,25-08-2020
CA-2020-126445,RA-19945,US-Wes-Cal-Mur-92563,27-08-2020
CA-2020-101707,PF-19165,US-Wes-Cal-San-92105,27-08-2020
CA-2020-113040,CC-12100,US-Wes-Cal-Los-90045,27-08-2020
CA-2020-121188,CB-12025,US-Wes-Cal-Los-90049,28-08-2020
CA-2020-166219,BP-11185,US-Cen-Tex-Dal-75081,28-08-2020
US-2020-100377,TS-21370,US-Cen-Ill-Chi-60623,28-08-2020
CA-2020-107902,SM-20950,US-Eas-Con-Fai-6824,28-08-2020
CA-2020-108532,CC-12100,US-Cen-Mic-Det-48234,29-08-2020
CA-2020-111514,SC-20260,US-Wes-Cal-San-94122,31-08-2020
CA-2020-112319,AR-10510,US-Wes-Cal-Los-90004,31-08-2020
CA-2020-157805,RH-19510,US-Wes-Cal-San-92037,31-08-2020
CA-2020-142139,SD-20485,US-Cen-Tex-Bed-76021,31-08-2020
CA-2020-104626,DR-12940,US-Eas-Mas-Fra-2038,01-09-2020
CA-2020-137946,DB-13615,US-Wes-Cal-Los-90045,01-09-2020
CA-2020-130204,DB-13120,US-Wes-Cal-San-94122,03-09-2020
CA-2020-113215,CP-12085,US-Wes-Ari-Tuc-85705,03-09-2020
US-2020-146745,AS-10630,US-Wes-Cal-San-94110,03-09-2020
CA-2020-121608,JB-15400,US-Eas-Con-Bri-6010,03-09-2020
US-2020-138303,MG-18145,US-Eas-Pen-Phi-19134,03-09-2020
US-2020-104185,JB-15400,US-Eas-New-New-10009,03-09-2020
CA-2020-149734,JC-16105,US-Sou-Nor-Dur-27707,03-09-2020
CA-2020-169537,JH-15820,US-Cen-Mic-Hol-49423,03-09-2020
CA-2020-142755,CS-12355,US-Sou-Geo-Ros-30076,04-09-2020
CA-2020-101924,KB-16585,US-Wes-Ore-Med-97504,04-09-2020
CA-2020-113523,SC-20440,US-Eas-Pen-Phi-19140,04-09-2020
CA-2020-159863,DS-13180,US-Cen-Tex-Hou-77095,04-09-2020
CA-2020-135510,TW-21025,US-Sou-Vir-Cha-22901,05-09-2020
CA-2020-105158,SP-20860,US-Cen-Min-Roc-55901,05-09-2020
CA-2020-162621,CA-12055,US-Cen-Tex-Hou-77036,05-09-2020
CA-2020-130785,AG-10900,US-Wes-Cal-San-92105,05-09-2020
CA-2020-150791,CC-12430,US-Eas-New-New-10024,06-09-2020
US-2020-109015,BS-11590,US-Eas-New-New-10011,06-09-2020
CA-2020-138002,BT-11305,US-Wes-Was-Sea-98103,06-09-2020
US-2020-151435,SW-20455,US-Sou-Lou-Laf-70506,06-09-2020
CA-2020-160696,CK-12760,US-Sou-Ten-Nas-37211,06-09-2020
CA-2020-169572,AG-10525,US-Sou-Vir-Ric-23223,06-09-2020
CA-2020-143238,LO-17170,US-Wes-Cal-La -92253,06-09-2020
CA-2020-133977,AT-10435,US-Sou-Flo-Tam-33319,06-09-2020
CA-2020-105599,MC-17275,US-Eas-New-New-10011,07-09-2020
CA-2020-140557,TN-21040,US-Eas-New-New-10009,07-09-2020
CA-2020-164084,AG-10525,US-Eas-New-New-10011,07-09-2020
CA-2020-161445,CC-12610,US-Sou-Nor-Dur-27707,07-09-2020
CA-2020-122623,CC-12145,US-Cen-Tex-El -79907,07-09-2020
CA-2020-110744,HA-14920,US-Wes-Cal-Pas-91104,07-09-2020
CA-2020-102876,LR-17035,US-Eas-Pen-Phi-19134,07-09-2020
CA-2020-151624,VW-21775,US-Sou-Ala-Mon-36116,08-09-2020
CA-2020-162166,NM-18520,US-Wes-Cal-Mor-92553,08-09-2020
CA-2020-168186,AB-10150,US-Cen-Okl-Tul-74133,10-09-2020
US-2020-147242,EH-13765,US-Eas-Mas-Rev-2151,10-09-2020
CA-2020-132906,CC-12145,US-Wes-Cal-Los-90004,10-09-2020
CA-2020-136658,BO-11425,US-Eas-New-New-10024,10-09-2020
CA-2020-117772,MC-17575,US-Wes-Was-Sea-98103,10-09-2020
CA-2020-108672,FA-14230,US-Wes-Cal-Los-90032,10-09-2020
CA-2020-139374,AR-10345,US-Cen-Tex-Aus-78745,10-09-2020
CA-2020-165057,SC-20725,US-Wes-Cal-Red-92374,11-09-2020
CA-2020-132465,DM-13525,US-Eas-New-New-10035,11-09-2020
CA-2020-125934,SN-20560,US-Eas-New-Pat-7501,11-09-2020
CA-2020-126186,GB-14530,US-Wes-Col-Aur-80013,11-09-2020
CA-2020-153794,SB-20290,US-Wes-Cal-San-92024,11-09-2020
CA-2020-166464,PG-18895,US-Eas-New-New-10035,12-09-2020
CA-2020-102015,TM-21010,US-Eas-New-Aub-13021,12-09-2020
CA-2020-128993,CC-12670,US-Wes-Was-Sea-98103,12-09-2020
US-2020-161347,HG-14845,US-Eas-Pen-Phi-19120,13-09-2020
US-2020-129007,KD-16615,US-Wes-Cal-Ana-92804,13-09-2020
CA-2020-115567,ZC-21910,US-Cen-Ind-Col-47201,13-09-2020
CA-2020-118843,JH-15910,US-Sou-Geo-Atl-30318,13-09-2020
CA-2020-136728,AG-10900,US-Cen-Ill-Chi-60623,13-09-2020
CA-2020-138457,AM-10705,US-Sou-Nor-Jac-28540,13-09-2020
CA-2020-140984,CC-12685,US-Eas-New-New-10011,14-09-2020
CA-2020-131597,SP-20620,US-Wes-Cal-Los-90045,14-09-2020
CA-2020-115924,BE-11455,US-Cen-Iow-Des-50315,14-09-2020
CA-2020-120362,CA-12265,US-Wes-Uta-Pro-84604,14-09-2020
CA-2020-128027,CM-12385,US-Sou-Sou-Nor-29406,14-09-2020
CA-2020-105102,BM-11575,US-Eas-New-New-10035,15-09-2020
CA-2020-100734,AC-10615,US-Eas-Pen-Phi-19143,15-09-2020
CA-2020-145849,CT-11995,US-Cen-Ind-Ind-46203,15-09-2020
US-2020-130519,NG-18355,US-Sou-Flo-Cor-33065,15-09-2020
CA-2020-102582,NW-18400,US-Sou-Ala-Mob-36608,15-09-2020
CA-2020-167696,BD-11500,US-Sou-Vir-New-23602,16-09-2020
US-2020-150630,TB-21520,US-Eas-Pen-Phi-19140,17-09-2020
CA-2020-143077,SF-20965,US-Cen-Tex-Hou-77041,17-09-2020
US-2020-126977,PF-19120,US-Eas-New-New-10035,17-09-2020
CA-2020-133025,MO-17800,US-Wes-Cal-Los-90036,17-09-2020
US-2020-138716,CS-11845,US-Wes-Was-Sea-98105,17-09-2020
US-2020-138919,LS-16975,US-Eas-New-New-10035,17-09-2020
CA-2020-141145,DB-13405,US-Sou-Flo-Orl-32839,17-09-2020
CA-2020-167745,GB-14530,US-Wes-Cal-Los-90049,18-09-2020
CA-2020-149713,TG-21640,US-Wes-Cal-Lon-90805,18-09-2020
CA-2020-142202,JR-16210,US-Sou-Flo-Jac-32216,18-09-2020
CA-2020-101154,CM-12190,US-Wes-Cal-San-92105,18-09-2020
CA-2020-109575,KH-16630,US-Eas-Mar-Cli-20735,18-09-2020
CA-2020-150511,AB-10060,US-Wes-Was-Des-98198,18-09-2020
CA-2020-135489,GW-14605,US-Eas-New-New-10024,19-09-2020
CA-2020-149517,FC-14245,US-Wes-Cal-Sac-95823,19-09-2020
CA-2020-137603,MH-17290,US-Wes-New-San-87505,19-09-2020
CA-2020-132815,RW-19540,US-Wes-Cal-Los-90008,19-09-2020
CA-2020-115847,TC-21535,US-Sou-Vir-Arl-22204,19-09-2020
CA-2020-147102,NH-18610,US-Sou-Geo-Col-31907,19-09-2020
CA-2020-156013,TC-20980,US-Eas-New-Lon-11561,20-09-2020
CA-2020-151470,AM-10705,US-Wes-Nev-Las-89115,20-09-2020
CA-2020-153738,AG-10270,US-Eas-Mas-Law-1841,20-09-2020
CA-2020-141565,BG-11035,US-Sou-Ten-Nas-37211,20-09-2020
CA-2020-126970,TP-21130,US-Cen-Ill-Nap-60540,20-09-2020
CA-2020-158421,GB-14575,US-Sou-Sou-Col-29203,21-09-2020
CA-2020-117800,TH-21550,US-Eas-Mas-Eve-2149,21-09-2020
CA-2020-126697,SV-20815,US-Cen-Tex-Hou-77041,21-09-2020
CA-2020-102036,CS-12130,US-Wes-Was-Sea-98105,21-09-2020
CA-2020-168480,DM-12955,US-Cen-Mic-Lin-48146,21-09-2020
CA-2020-127593,DH-13675,US-Eas-Mas-Qui-2169,21-09-2020
CA-2020-149972,CD-12790,US-Wes-Cal-Los-90036,21-09-2020
CA-2020-102260,SJ-20125,US-Sou-Ten-Fra-37064,22-09-2020
CA-2020-134992,MG-17875,US-Sou-Vir-Arl-22204,22-09-2020
CA-2020-112571,DL-12925,US-Wes-Cal-Oce-92054,22-09-2020
CA-2020-168760,MM-18280,US-Wes-Cal-Los-90049,22-09-2020
US-2020-115343,FO-14305,US-Eas-Pen-Phi-19143,22-09-2020
US-2020-164308,SC-20680,US-Cen-Okl-Bro-74012,24-09-2020
CA-2020-113131,MB-17305,US-Eas-Ohi-Col-43229,24-09-2020
US-2020-106873,KM-16720,US-Wes-Ari-Avo-85323,24-09-2020
US-2020-161466,ON-18715,US-Eas-Pen-Phi-19120,24-09-2020
CA-2020-161830,ME-17725,US-Wes-Was-Sea-98105,24-09-2020
CA-2020-143119,MC-17275,US-Sou-Lou-Laf-70506,24-09-2020
CA-2020-153381,DE-13255,US-Cen-Iow-Dub-52001,24-09-2020
CA-2020-105508,JF-15190,US-Eas-New-New-10035,24-09-2020
CA-2020-147816,CM-11935,US-Wes-Ari-Tuc-85705,24-09-2020
CA-2020-103835,SC-20440,US-Wes-Cal-Los-90032,24-09-2020
CA-2020-139738,DK-12895,US-Cen-Ill-Roc-61107,25-09-2020
CA-2020-159779,SB-20185,US-Eas-New-Con-3301,25-09-2020
CA-2020-120845,ML-17395,US-Sou-Ten-Mur-37130,25-09-2020
CA-2020-160787,BM-11785,US-Eas-Pen-Phi-19143,25-09-2020
CA-2020-156510,EH-13990,US-Eas-Con-Mer-6450,25-09-2020
CA-2020-149083,SH-19975,US-Wes-Was-Sea-98103,25-09-2020
CA-2020-106320,EB-13870,US-Wes-Uta-Ore-84057,25-09-2020
CA-2020-151869,CS-11950,US-Eas-New-Fre-11520,25-09-2020
CA-2020-103933,DR-12880,US-Eas-New-New-10011,25-09-2020
CA-2020-100573,AM-10705,US-Wes-Cal-Los-90004,25-09-2020
CA-2020-156335,PO-19195,US-Eas-New-Bay-7002,25-09-2020
CA-2020-124800,RW-19540,US-Wes-Ari-Mes-85204,26-09-2020
CA-2020-127173,GM-14500,US-Eas-New-Oce-11572,26-09-2020
CA-2020-122371,BS-11800,US-Wes-Cal-San-92037,26-09-2020
US-2020-161991,SC-20725,US-Cen-Tex-Hou-77070,26-09-2020
CA-2020-111458,PF-19165,US-Eas-New-New-10035,26-09-2020
CA-2020-130883,TB-21520,US-Wes-Ore-Por-97206,26-09-2020
CA-2020-120341,SF-20200,US-Eas-Pen-Phi-19143,26-09-2020
CA-2020-167255,RH-19510,US-Wes-Cal-San-94110,27-09-2020
US-2020-100531,NM-18520,US-Cen-Ill-Chi-60610,27-09-2020
CA-2020-125976,JK-15205,US-Sou-Vir-Arl-22204,27-09-2020
CA-2020-143616,SS-20140,US-Wes-Was-Sea-98103,27-09-2020
CA-2020-103072,HW-14935,US-Cen-Mic-Det-48205,27-09-2020
CA-2020-120915,JJ-15445,US-Eas-New-New-10035,28-09-2020
CA-2020-106978,ZC-21910,US-Wes-Col-Aur-80013,28-09-2020
CA-2020-129546,RP-19855,US-Wes-Cal-Los-90032,28-09-2020
CA-2020-169201,HG-14965,US-Wes-Cal-San-94110,28-09-2020
CA-2020-166135,SC-20440,US-Wes-Col-Aur-80013,01-10-2020
CA-2020-148873,EM-13960,US-Cen-Ill-Qui-62301,01-10-2020
CA-2020-156566,EM-13960,US-Wes-Ore-Por-97206,01-10-2020
CA-2020-115392,RM-19675,US-Eas-Mas-Cam-2138,01-10-2020
CA-2020-129917,HM-14980,US-Wes-Cal-Los-90008,02-10-2020
CA-2020-128356,RP-19390,US-Wes-Col-Tho-80229,02-10-2020
US-2020-137008,JP-15460,US-Eas-New-Lak-8701,02-10-2020
CA-2020-140375,SG-20470,US-Eas-Mar-Roc-20852,02-10-2020
US-2020-145121,MP-17965,US-Eas-Con-Mid-6457,02-10-2020
US-2020-144771,CK-12205,US-Wes-Ore-Hil-97123,02-10-2020
CA-2020-125696,NP-18685,US-Sou-Nor-Wil-27893,02-10-2020
CA-2020-104493,EB-13705,US-Wes-Cal-San-92105,02-10-2020
US-2020-119312,CS-12400,US-Wes-Cal-Los-90045,02-10-2020
US-2020-157014,BM-11785,US-Eas-Ohi-Col-43229,03-10-2020
CA-2020-126137,BS-11755,US-Wes-Cal-Los-90032,03-10-2020
CA-2020-125178,MZ-17515,US-Eas-Pen-Rea-19601,03-10-2020
CA-2020-134859,JK-16120,US-Eas-Pen-Phi-19134,04-10-2020
CA-2020-168004,DJ-13420,US-Sou-Geo-War-31088,04-10-2020
CA-2020-121391,AA-10315,US-Wes-Cal-San-94109,04-10-2020
CA-2020-145828,MB-17305,US-Eas-Ohi-Cin-45231,05-10-2020
CA-2020-151722,IL-15100,US-Eas-Ohi-Col-43229,05-10-2020
CA-2020-115091,JJ-15760,US-Sou-Vir-Spr-22153,05-10-2020
CA-2020-161214,SF-20965,US-Eas-Del-Wil-19805,05-10-2020
CA-2020-133445,JF-15490,US-Wes-Ore-Por-97206,05-10-2020
CA-2020-125710,BT-11680,US-Cen-Tex-Hou-77036,08-10-2020
CA-2020-168529,MB-17305,US-Wes-Cal-San-94122,08-10-2020
CA-2020-131352,GH-14485,US-Cen-Tex-Dal-75081,08-10-2020
CA-2020-124499,FM-14380,US-Cen-Mic-Det-48227,09-10-2020
CA-2020-162761,SC-20575,US-Sou-Flo-Mia-33178,09-10-2020
CA-2020-124107,BM-11650,US-Cen-Mic-Ann-48104,09-10-2020
CA-2020-141040,TB-21250,US-Eas-New-New-10024,09-10-2020
CA-2020-129098,DK-13090,US-Sou-Vir-Spr-22153,09-10-2020
CA-2020-134719,JD-15790,US-Sou-Flo-Jac-32216,10-10-2020
CA-2020-132388,KN-16390,US-Wes-Cal-San-93101,10-10-2020
CA-2020-109736,DJ-13420,US-Wes-Cal-San-94109,10-10-2020
CA-2020-112522,DP-13165,US-Cen-Ill-Chi-60610,10-10-2020
US-2020-108966,SO-20335,US-Sou-Flo-For-33311,11-10-2020
CA-2020-112053,SH-20395,US-Eas-New-Roc-14609,11-10-2020
CA-2020-159786,RK-19300,US-Eas-New-Roc-14609,12-10-2020
CA-2020-142993,KA-16525,US-Wes-Was-Sea-98103,12-10-2020
CA-2020-102281,MP-17470,US-Eas-New-New-10035,12-10-2020
CA-2020-134747,DL-12925,US-Cen-Ind-Nob-46060,12-10-2020
CA-2020-114300,AF-10885,US-Sou-Ken-Lou-40214,13-10-2020
US-2020-123918,CG-12520,US-Cen-Tex-Dal-75217,15-10-2020
US-2020-126235,GA-14725,US-Cen-Mic-Mou-48858,15-10-2020
US-2020-118766,LS-16975,US-Cen-Tex-Dal-75217,15-10-2020
CA-2020-129476,PA-19060,US-Cen-Ill-Orl-60462,15-10-2020
