shipment_id,Order ID,Ship Date,Ship Mode
SC-2020-02-152611,CA-2020-152611,23-02-2020,Second Class
SC-2020-02-169740,CA-2020-169740,25-02-2020,Standard Class
SC-2020-02-162782,CA-2020-162782,27-02-2020,Standard Class
SC-2020-02-129770,CA-2020-129770,23-02-2020,Second Class
SC-2020-02-132374,CA-2020-132374,24-02-2020,Second Class
SC-2020-02-132276,CA-2020-132276,28-02-2020,Standard Class
SC-2020-03-154900,CA-2020-154900,01-03-2020,Standard Class
FC-2020-02-111325,CA-2020-111325,28-02-2020,First Class
SC-2020-03-104129,CA-2020-104129,02-03-2020,Standard Class
SC-2020-03-138485,CA-2020-138485,01-03-2020,Second Class
SC-2020-03-145436,US-2020-145436,04-03-2020,Standard Class
SC-2020-03-153325,CA-2020-153325,02-03-2020,Second Class
SC-2020-03-102316,CA-2020-102316,03-03-2020,Second Class
FC-2020-03-104052,CA-2020-104052,02-03-2020,First Class
SC-2020-03-133494,CA-2020-133494,05-03-2020,Standard Class
FC-2020-03-133585,CA-2020-133585,04-03-2020,First Class
SC-2020-03-110457,CA-2020-110457,06-03-2020,Standard Class
SC-2020-03-105970,CA-2020-105970,07-03-2020,Standard Class
SC-2020-03-140221,CA-2020-140221,09-03-2020,Second Class
SC-2020-03-120320,CA-2020-120320,09-03-2020,Standard Class
SC-2020-03-109001,CA-2020-109001,09-03-2020,Standard Class
SC-2020-03-109512,CA-2020-109512,05-03-2020,Same Day
SC-2020-03-125185,CA-2020-125185,07-03-2020,Second Class
SC-2020-03-151785,CA-2020-151785,10-03-2020,Standard Class
SC-2020-03-153108,CA-2020-153108,09-03-2020,Standard Class
SC-2020-03-142944,CA-2020-142944,11-03-2020,Standard Class
FC-2020-03-146255,CA-2020-146255,10-03-2020,First Class
SC-2020-03-132136,CA-2020-132136,12-03-2020,Standard Class
SC-2020-03-105627,CA-2020-105627,12-03-2020,Standard Class
FC-2020-03-107741,CA-2020-107741,10-03-2020,First Class
SC-2020-03-160213,CA-2020-160213,13-03-2020,Standard Class
FC-2020-03-123155,CA-2020-123155,12-03-2020,First Class
SC-2020-03-110345,CA-2020-110345,11-03-2020,Second Class
SC-2020-03-118906,US-2020-118906,10-03-2020,Same Day
SC-2020-03-146829,CA-2020-146829,10-03-2020,Same Day
SC-2020-03-128083,CA-2020-128083,17-03-2020,Standard Class
SC-2020-03-148705,CA-2020-148705,18-03-2020,Standard Class
SC-2020-03-139675,US-2020-139675,18-03-2020,Second Class
FC-2020-03-114237,CA-2020-114237,15-03-2020,First Class
SC-2020-03-163587,CA-2020-163587,18-03-2020,Standard Class
SC-2020-03-167479,CA-2020-167479,19-03-2020,Standard Class
SC-2020-03-155124,CA-2020-155124,21-03-2020,Standard Class
SC-2020-03-153906,CA-2020-153906,20-03-2020,Standard Class
SC-2020-03-145352,CA-2020-145352,22-03-2020,Standard Class
SC-2020-03-112116,CA-2020-112116,18-03-2020,Second Class
SC-2020-03-150231,US-2020-150231,20-03-2020,Second Class
SC-2020-03-134257,CA-2020-134257,19-03-2020,Second Class
SC-2020-03-144722,CA-2020-144722,23-03-2020,Standard Class
SC-2020-03-110632,CA-2020-110632,22-03-2020,Second Class
FC-2020-03-149993,CA-2020-149993,20-03-2020,First Class
FC-2020-03-111829,CA-2020-111829,20-03-2020,First Class
SC-2020-03-163104,CA-2020-163104,26-03-2020,Standard Class
SC-2020-03-113110,CA-2020-113110,23-03-2020,Standard Class
SC-2020-03-143532,CA-2020-143532,24-03-2020,Standard Class
SC-2020-03-132101,CA-2020-132101,25-03-2020,Standard Class
FC-2020-03-168088,CA-2020-168088,22-03-2020,First Class
FC-2020-03-159534,CA-2020-159534,23-03-2020,First Class
SC-2020-03-165813,CA-2020-165813,22-03-2020,Second Class
SC-2020-03-127607,CA-2020-127607,26-03-2020,Standard Class
FC-2020-03-106565,CA-2020-106565,23-03-2020,First Class
SC-2020-03-120621,CA-2020-120621,26-03-2020,Standard Class
SC-2020-03-117884,CA-2020-117884,22-03-2020,Same Day
SC-2020-03-163279,US-2020-163279,26-03-2020,Standard Class
SC-2020-03-157812,CA-2020-157812,26-03-2020,Standard Class
SC-2020-03-121552,CA-2020-121552,27-03-2020,Standard Class
FC-2020-03-163440,CA-2020-163440,24-03-2020,First Class
FC-2020-03-130218,CA-2020-130218,26-03-2020,First Class
SC-2020-03-125374,US-2020-125374,29-03-2020,Standard Class
SC-2020-03-138219,CA-2020-138219,30-03-2020,Standard Class
FC-2020-03-107944,US-2020-107944,25-03-2020,First Class
SC-2020-03-112508,US-2020-112508,30-03-2020,Standard Class
SC-2020-03-145457,CA-2020-145457,27-03-2020,Second Class
FC-2020-03-118423,CA-2020-118423,27-03-2020,First Class
SC-2020-03-167374,CA-2020-167374,30-03-2020,Second Class
SC-2020-03-164301,CA-2020-164301,30-03-2020,Standard Class
SC-2020-03-116981,US-2020-116981,28-03-2020,Second Class
SC-2020-03-103793,CA-2020-103793,31-03-2020,Standard Class
SC-2020-04-132948,CA-2020-132948,03-04-2020,Standard Class
SC-2020-03-133536,CA-2020-133536,30-03-2020,Second Class
SC-2020-04-135363,CA-2020-135363,02-04-2020,Standard Class
SC-2020-04-131534,CA-2020-131534,02-04-2020,Standard Class
SC-2020-04-121272,CA-2020-121272,04-04-2020,Standard Class
SC-2020-04-150749,CA-2020-150749,03-04-2020,Second Class
SC-2020-03-103996,US-2020-103996,31-03-2020,Second Class
SC-2020-04-105361,CA-2020-105361,04-04-2020,Standard Class
SC-2020-03-153549,CA-2020-153549,31-03-2020,Second Class
SC-2020-04-121405,CA-2020-121405,04-04-2020,Standard Class
SC-2020-04-104871,CA-2020-104871,03-04-2020,Standard Class
SC-2020-04-128125,CA-2020-128125,05-04-2020,Standard Class
SC-2020-04-137106,CA-2020-137106,04-04-2020,Standard Class
SC-2020-04-159513,US-2020-159513,09-04-2020,Standard Class
SC-2020-04-136378,CA-2020-136378,07-04-2020,Standard Class
SC-2020-04-142811,US-2020-142811,07-04-2020,Standard Class
SC-2020-04-122140,US-2020-122140,07-04-2020,Standard Class
SC-2020-04-110667,CA-2020-110667,08-04-2020,Standard Class
SC-2020-04-112452,CA-2020-112452,04-04-2020,Same Day
SC-2020-04-136476,US-2020-136476,10-04-2020,Standard Class
SC-2020-04-102855,CA-2020-102855,06-04-2020,Same Day
SC-2020-04-161452,CA-2020-161452,11-04-2020,Standard Class
SC-2020-04-167010,CA-2020-167010,10-04-2020,Standard Class
FC-2020-04-119942,CA-2020-119942,07-04-2020,First Class
SC-2020-04-124541,CA-2020-124541,10-04-2020,Standard Class
SC-2020-04-100888,CA-2020-100888,10-04-2020,Standard Class
SC-2020-04-140025,CA-2020-140025,11-04-2020,Standard Class
FC-2020-04-130554,CA-2020-130554,09-04-2020,First Class
FC-2020-04-166492,CA-2020-166492,10-04-2020,First Class
SC-2020-04-101000,CA-2020-101000,14-04-2020,Standard Class
SC-2020-04-116512,CA-2020-116512,14-04-2020,Standard Class
SC-2020-04-142027,CA-2020-142027,14-04-2020,Standard Class
SC-2020-04-134201,CA-2020-134201,16-04-2020,Standard Class
SC-2020-04-168767,CA-2020-168767,15-04-2020,Standard Class
SC-2020-04-125563,CA-2020-125563,17-04-2020,Standard Class
SC-2020-04-111164,CA-2020-111164,15-04-2020,Standard Class
SC-2020-04-136987,US-2020-136987,14-04-2020,Second Class
SC-2020-04-145415,CA-2020-145415,17-04-2020,Second Class
SC-2020-04-168704,US-2020-168704,17-04-2020,Standard Class
SC-2020-04-106257,CA-2020-106257,17-04-2020,Second Class
SC-2020-04-133452,CA-2020-133452,19-04-2020,Standard Class
SC-2020-04-133837,CA-2020-133837,18-04-2020,Standard Class
FC-2020-04-100216,CA-2020-100216,14-04-2020,First Class
SC-2020-04-120502,US-2020-120502,19-04-2020,Standard Class
SC-2020-04-120551,CA-2020-120551,20-04-2020,Standard Class
SC-2020-04-149678,CA-2020-149678,15-04-2020,Second Class
SC-2020-04-116841,CA-2020-116841,18-04-2020,Standard Class
FC-2020-04-137974,CA-2020-137974,18-04-2020,First Class
SC-2020-04-161263,CA-2020-161263,21-04-2020,Standard Class
SC-2020-04-146675,CA-2020-146675,20-04-2020,Standard Class
SC-2020-04-106215,CA-2020-106215,21-04-2020,Standard Class
SC-2020-04-142734,CA-2020-142734,21-04-2020,Standard Class
SC-2020-04-155306,CA-2020-155306,21-04-2020,Standard Class
SC-2020-04-148712,CA-2020-148712,23-04-2020,Standard Class
FC-2020-04-102722,CA-2020-102722,19-04-2020,First Class
SC-2020-04-163433,US-2020-163433,22-04-2020,Second Class
SC-2020-04-142601,CA-2020-142601,20-04-2020,Second Class
FC-2020-04-113593,US-2020-113593,20-04-2020,First Class
SC-2020-04-134271,US-2020-134271,23-04-2020,Second Class
SC-2020-04-115742,CA-2020-115742,22-04-2020,Standard Class
SC-2020-04-155369,US-2020-155369,25-04-2020,Standard Class
SC-2020-04-149342,CA-2020-149342,25-04-2020,Standard Class
SC-2020-04-142433,CA-2020-142433,25-04-2020,Standard Class
SC-2020-04-109169,CA-2020-109169,24-04-2020,Standard Class
SC-2020-04-107678,CA-2020-107678,28-04-2020,Standard Class
SC-2020-04-151253,CA-2020-151253,26-04-2020,Standard Class
SC-2020-04-118227,CA-2020-118227,28-04-2020,Standard Class
SC-2020-05-115420,CA-2020-115420,02-05-2020,Standard Class
SC-2020-04-143602,CA-2020-143602,28-04-2020,Second Class
SC-2020-04-153878,CA-2020-153878,30-04-2020,Standard Class
SC-2020-04-130365,CA-2020-130365,29-04-2020,Standard Class
FC-2020-04-112557,CA-2020-112557,28-04-2020,First Class
SC-2020-05-137302,CA-2020-137302,01-05-2020,Standard Class
SC-2020-04-114839,US-2020-114839,30-04-2020,Standard Class
SC-2020-05-134026,US-2020-134026,02-05-2020,Standard Class
SC-2020-04-122266,CA-2020-122266,30-04-2020,Standard Class
SC-2020-05-124450,CA-2020-124450,03-05-2020,Standard Class
SC-2020-05-151841,CA-2020-151841,02-05-2020,Standard Class
SC-2020-05-130792,CA-2020-130792,05-05-2020,Standard Class
FC-2020-05-120782,CA-2020-120782,01-05-2020,First Class
SC-2020-05-157434,CA-2020-157434,04-05-2020,Second Class
SC-2020-05-135174,CA-2020-135174,02-05-2020,Second Class
SC-2020-05-103716,CA-2020-103716,06-05-2020,Standard Class
SC-2020-05-115238,US-2020-115238,04-05-2020,Standard Class
SC-2020-05-161998,CA-2020-161998,05-05-2020,Standard Class
SC-2020-05-104486,CA-2020-104486,06-05-2020,Standard Class
SC-2020-05-145821,CA-2020-145821,07-05-2020,Standard Class
SC-2020-05-116687,CA-2020-116687,07-05-2020,Standard Class
SC-2020-05-112130,CA-2020-112130,07-05-2020,Standard Class
FC-2020-05-150770,CA-2020-150770,06-05-2020,First Class
SC-2020-05-107937,CA-2020-107937,08-05-2020,Standard Class
FC-2020-05-160864,CA-2020-160864,06-05-2020,First Class
FC-2020-05-129700,CA-2020-129700,05-05-2020,First Class
SC-2020-05-146290,CA-2020-146290,11-05-2020,Standard Class
SC-2020-05-144253,CA-2020-144253,09-05-2020,Second Class
SC-2020-05-110548,CA-2020-110548,08-05-2020,Standard Class
SC-2020-05-147879,CA-2020-147879,12-05-2020,Standard Class
SC-2020-05-137512,CA-2020-137512,12-05-2020,Standard Class
SC-2020-05-160857,US-2020-160857,15-05-2020,Standard Class
FC-2020-05-142055,CA-2020-142055,10-05-2020,First Class
SC-2020-05-136798,CA-2020-136798,12-05-2020,Standard Class
SC-2020-05-113971,CA-2020-113971,14-05-2020,Standard Class
SC-2020-05-109939,CA-2020-109939,12-05-2020,Standard Class
SC-2020-05-155635,CA-2020-155635,13-05-2020,Standard Class
SC-2020-05-129217,CA-2020-129217,10-05-2020,Same Day
SC-2020-05-144043,CA-2020-144043,15-05-2020,Standard Class
SC-2020-05-135727,CA-2020-135727,16-05-2020,Second Class
SC-2020-05-159380,CA-2020-159380,16-05-2020,Standard Class
SC-2020-05-122910,US-2020-122910,16-05-2020,Standard Class
SC-2020-05-131856,CA-2020-131856,17-05-2020,Standard Class
SC-2020-05-162607,CA-2020-162607,18-05-2020,Standard Class
SC-2020-05-130876,CA-2020-130876,16-05-2020,Second Class
SC-2020-05-145835,CA-2020-145835,18-05-2020,Second Class
SC-2020-05-165162,CA-2020-165162,21-05-2020,Standard Class
FC-2020-05-119291,CA-2020-119291,17-05-2020,First Class
SC-2020-05-100146,CA-2020-100146,19-05-2020,Standard Class
SC-2020-05-166604,CA-2020-166604,20-05-2020,Second Class
SC-2020-05-138492,CA-2020-138492,22-05-2020,Standard Class
SC-2020-05-100769,CA-2020-100769,16-05-2020,Same Day
SC-2020-05-100251,CA-2020-100251,23-05-2020,Standard Class
SC-2020-05-117184,US-2020-117184,21-05-2020,Standard Class
SC-2020-05-165554,CA-2020-165554,22-05-2020,Standard Class
SC-2020-05-153535,CA-2020-153535,24-05-2020,Standard Class
SC-2020-05-169278,CA-2020-169278,25-05-2020,Standard Class
SC-2020-05-102806,CA-2020-102806,28-05-2020,Standard Class
SC-2020-05-168914,US-2020-168914,27-05-2020,Standard Class
SC-2020-05-149846,CA-2020-149846,26-05-2020,Standard Class
SC-2020-05-136805,CA-2020-136805,27-05-2020,Second Class
SC-2020-05-154921,CA-2020-154921,28-05-2020,Standard Class
SC-2020-05-110569,US-2020-110569,30-05-2020,Standard Class
SC-2020-05-119102,CA-2020-119102,27-05-2020,Standard Class
SC-2020-05-165512,US-2020-165512,26-05-2020,Second Class
FC-2020-05-132941,CA-2020-132941,28-05-2020,First Class
SC-2020-05-109708,CA-2020-109708,28-05-2020,Second Class
SC-2020-05-138898,CA-2020-138898,29-05-2020,Standard Class
SC-2020-05-141768,CA-2020-141768,27-05-2020,Second Class
SC-2020-05-152128,US-2020-152128,27-05-2020,Second Class
SC-2020-05-143147,CA-2020-143147,28-05-2020,Second Class
SC-2020-05-113327,US-2020-113327,29-05-2020,Second Class
SC-2020-05-148964,CA-2020-148964,31-05-2020,Standard Class
SC-2020-06-131758,CA-2020-131758,01-06-2020,Standard Class
SC-2020-06-118948,CA-2020-118948,03-06-2020,Standard Class
SC-2020-06-135020,CA-2020-135020,02-06-2020,Standard Class
SC-2020-06-149601,CA-2020-149601,03-06-2020,Standard Class
SC-2020-06-120880,CA-2020-120880,03-06-2020,Standard Class
FC-2020-05-111339,CA-2020-111339,31-05-2020,First Class
FC-2020-05-104297,CA-2020-104297,31-05-2020,First Class
SC-2020-06-168277,CA-2020-168277,03-06-2020,Standard Class
FC-2020-06-103177,CA-2020-103177,01-06-2020,First Class
SC-2020-06-163923,CA-2020-163923,03-06-2020,Standard Class
SC-2020-06-147788,CA-2020-147788,04-06-2020,Standard Class
SC-2020-06-133627,CA-2020-133627,07-06-2020,Standard Class
SC-2020-06-100818,CA-2020-100818,05-06-2020,Second Class
SC-2020-06-149748,CA-2020-149748,02-06-2020,Second Class
SC-2020-06-120677,CA-2020-120677,04-06-2020,Standard Class
SC-2020-06-156153,CA-2020-156153,02-06-2020,Second Class
FC-2020-06-124919,CA-2020-124919,02-06-2020,First Class
SC-2020-05-136224,CA-2020-136224,31-05-2020,Same Day
SC-2020-06-161242,CA-2020-161242,08-06-2020,Standard Class
SC-2020-06-132836,US-2020-132836,05-06-2020,Standard Class
SC-2020-06-163685,US-2020-163685,05-06-2020,Standard Class
SC-2020-06-158491,CA-2020-158491,09-06-2020,Second Class
SC-2020-06-142020,US-2020-142020,08-06-2020,Second Class
SC-2020-06-164833,CA-2020-164833,04-06-2020,Same Day
SC-2020-06-166947,CA-2020-166947,10-06-2020,Standard Class
SC-2020-06-115168,CA-2020-115168,09-06-2020,Standard Class
SC-2020-06-157343,CA-2020-157343,11-06-2020,Standard Class
SC-2020-06-142041,CA-2020-142041,09-06-2020,Second Class
SC-2020-06-162201,CA-2020-162201,12-06-2020,Standard Class
SC-2020-06-164007,CA-2020-164007,12-06-2020,Standard Class
SC-2020-06-144190,CA-2020-144190,13-06-2020,Standard Class
SC-2020-06-101868,CA-2020-101868,16-06-2020,Standard Class
SC-2020-06-110947,CA-2020-110947,15-06-2020,Standard Class
SC-2020-06-141012,CA-2020-141012,11-06-2020,Second Class
FC-2020-06-121720,CA-2020-121720,12-06-2020,First Class
SC-2020-06-123960,US-2020-123960,16-06-2020,Standard Class
SC-2020-06-139850,CA-2020-139850,17-06-2020,Standard Class
SC-2020-06-104115,CA-2020-104115,16-06-2020,Standard Class
SC-2020-06-136105,CA-2020-136105,16-06-2020,Standard Class
SC-2020-06-131779,CA-2020-131779,17-06-2020,Standard Class
SC-2020-06-155054,CA-2020-155054,19-06-2020,Standard Class
SC-2020-06-104941,CA-2020-104941,19-06-2020,Standard Class
SC-2020-06-137281,CA-2020-137281,17-06-2020,Standard Class
FC-2020-06-127418,CA-2020-127418,14-06-2020,First Class
SC-2020-06-104059,CA-2020-104059,15-06-2020,Second Class
SC-2020-06-120439,CA-2020-120439,18-06-2020,Standard Class
SC-2020-06-129896,CA-2020-129896,20-06-2020,Standard Class
FC-2020-06-106495,US-2020-106495,17-06-2020,First Class
SC-2020-06-164567,CA-2020-164567,19-06-2020,Standard Class
SC-2020-06-167269,CA-2020-167269,20-06-2020,Standard Class
SC-2020-06-118955,CA-2020-118955,20-06-2020,Standard Class
FC-2020-06-163825,US-2020-163825,19-06-2020,First Class
SC-2020-06-133242,CA-2020-133242,24-06-2020,Standard Class
SC-2020-06-122287,CA-2020-122287,23-06-2020,Standard Class
SC-2020-06-147011,CA-2020-147011,22-06-2020,Standard Class
SC-2020-06-154200,CA-2020-154200,22-06-2020,Standard Class
FC-2020-06-156734,CA-2020-156734,20-06-2020,First Class
SC-2020-06-111864,CA-2020-111864,19-06-2020,Same Day
SC-2020-06-121965,CA-2020-121965,23-06-2020,Standard Class
SC-2020-06-163734,CA-2020-163734,24-06-2020,Standard Class
SC-2020-06-144302,CA-2020-144302,23-06-2020,Standard Class
SC-2020-06-158351,CA-2020-158351,24-06-2020,Second Class
SC-2020-06-140144,CA-2020-140144,25-06-2020,Second Class
FC-2020-06-136427,US-2020-136427,23-06-2020,First Class
SC-2020-06-123330,CA-2020-123330,27-06-2020,Standard Class
SC-2020-06-153423,CA-2020-153423,27-06-2020,Standard Class
SC-2020-06-128167,CA-2020-128167,26-06-2020,Second Class
FC-2020-06-124975,CA-2020-124975,25-06-2020,First Class
SC-2020-06-122826,CA-2020-122826,25-06-2020,Second Class
SC-2020-06-139164,CA-2020-139164,28-06-2020,Standard Class
SC-2020-06-106187,CA-2020-106187,29-06-2020,Standard Class
SC-2020-07-127110,CA-2020-127110,01-07-2020,Standard Class
SC-2020-07-115945,CA-2020-115945,01-07-2020,Standard Class
SC-2020-06-137750,CA-2020-137750,30-06-2020,Standard Class
FC-2020-06-119690,CA-2020-119690,28-06-2020,First Class
SC-2020-06-115938,CA-2020-115938,30-06-2020,Standard Class
SC-2020-06-166583,CA-2020-166583,30-06-2020,Standard Class
SC-2020-06-143882,CA-2020-143882,30-06-2020,Standard Class
SC-2020-06-125395,CA-2020-125395,29-06-2020,Second Class
SC-2020-07-162950,CA-2020-162950,03-07-2020,Second Class
SC-2020-07-112144,CA-2020-112144,02-07-2020,Standard Class
SC-2020-07-103772,CA-2020-103772,02-07-2020,Standard Class
SC-2020-07-141684,US-2020-141684,04-07-2020,Standard Class
SC-2020-07-100069,US-2020-100069,03-07-2020,Standard Class
FC-2020-07-165799,CA-2020-165799,02-07-2020,First Class
SC-2020-07-157322,CA-2020-157322,06-07-2020,Standard Class
FC-2020-07-140718,CA-2020-140718,04-07-2020,First Class
SC-2020-07-120397,CA-2020-120397,02-07-2020,Same Day
SC-2020-07-111703,CA-2020-111703,09-07-2020,Standard Class
FC-2020-07-150196,CA-2020-150196,03-07-2020,First Class
SC-2020-07-128139,CA-2020-128139,09-07-2020,Standard Class
FC-2020-07-153500,US-2020-153500,05-07-2020,First Class
SC-2020-07-124268,CA-2020-124268,08-07-2020,Standard Class
SC-2020-07-152513,CA-2020-152513,08-07-2020,Second Class
SC-2020-07-154956,CA-2020-154956,09-07-2020,Standard Class
SC-2020-07-158911,US-2020-158911,11-07-2020,Standard Class
SC-2020-07-130610,CA-2020-130610,10-07-2020,Standard Class
SC-2020-07-164336,CA-2020-164336,10-07-2020,Standard Class
SC-2020-07-116750,CA-2020-116750,10-07-2020,Second Class
SC-2020-07-108665,CA-2020-108665,10-07-2020,Standard Class
SC-2020-07-146087,CA-2020-146087,11-07-2020,Standard Class
SC-2020-07-161627,CA-2020-161627,11-07-2020,Standard Class
SC-2020-07-116260,CA-2020-116260,12-07-2020,Standard Class
SC-2020-07-129392,CA-2020-129392,08-07-2020,Same Day
SC-2020-07-132626,CA-2020-132626,14-07-2020,Standard Class
SC-2020-07-123456,CA-2020-123456,13-07-2020,Standard Class
SC-2020-07-135314,CA-2020-135314,14-07-2020,Second Class
SC-2020-07-111094,CA-2020-111094,13-07-2020,Standard Class
SC-2020-07-153626,CA-2020-153626,14-07-2020,Standard Class
SC-2020-07-107020,CA-2020-107020,14-07-2020,Standard Class
SC-2020-07-149384,CA-2020-149384,10-07-2020,Same Day
SC-2020-07-142419,CA-2020-142419,13-07-2020,Second Class
FC-2020-07-142237,CA-2020-142237,13-07-2020,First Class
FC-2020-07-136469,CA-2020-136469,12-07-2020,First Class
SC-2020-07-126557,CA-2020-126557,17-07-2020,Second Class
SC-2020-07-112711,CA-2020-112711,18-07-2020,Standard Class
SC-2020-07-114069,CA-2020-114069,15-07-2020,Second Class
FC-2020-07-107349,US-2020-107349,15-07-2020,First Class
SC-2020-07-140851,US-2020-140851,15-07-2020,Second Class
SC-2020-07-143364,CA-2020-143364,19-07-2020,Second Class
SC-2020-07-146948,CA-2020-146948,20-07-2020,Standard Class
SC-2020-07-113404,CA-2020-113404,16-07-2020,Same Day
FC-2020-07-166520,US-2020-166520,19-07-2020,First Class
SC-2020-07-121132,CA-2020-121132,24-07-2020,Standard Class
SC-2020-07-149629,US-2020-149629,20-07-2020,Second Class
SC-2020-07-138534,CA-2020-138534,19-07-2020,Second Class
SC-2020-07-122973,CA-2020-122973,20-07-2020,Second Class
FC-2020-07-159590,CA-2020-159590,21-07-2020,First Class
SC-2020-07-111206,CA-2020-111206,22-07-2020,Standard Class
FC-2020-07-160150,US-2020-160150,20-07-2020,First Class
SC-2020-07-160472,CA-2020-160472,25-07-2020,Second Class
SC-2020-07-122784,US-2020-122784,27-07-2020,Standard Class
SC-2020-07-120810,CA-2020-120810,27-07-2020,Standard Class
SC-2020-07-124044,CA-2020-124044,26-07-2020,Second Class
SC-2020-07-103135,CA-2020-103135,28-07-2020,Standard Class
SC-2020-07-148635,CA-2020-148635,27-07-2020,Second Class
SC-2020-07-150161,US-2020-150161,29-07-2020,Standard Class
SC-2020-07-154291,CA-2020-154291,29-07-2020,Standard Class
SC-2020-07-139248,CA-2020-139248,30-07-2020,Standard Class
SC-2020-07-148180,CA-2020-148180,31-07-2020,Standard Class
SC-2020-07-127754,CA-2020-127754,31-07-2020,Standard Class
SC-2020-08-136735,CA-2020-136735,02-08-2020,Standard Class
SC-2020-07-143700,CA-2020-143700,26-07-2020,Same Day
FC-2020-07-140200,US-2020-140200,28-07-2020,First Class
SC-2020-08-129553,US-2020-129553,02-08-2020,Standard Class
FC-2020-07-155334,CA-2020-155334,31-07-2020,First Class
FC-2020-08-164966,US-2020-164966,01-08-2020,First Class
SC-2020-08-132507,CA-2020-132507,03-08-2020,Second Class
SC-2020-07-124891,CA-2020-124891,31-07-2020,Same Day
SC-2020-08-111017,CA-2020-111017,06-08-2020,Standard Class
SC-2020-08-164427,CA-2020-164427,06-08-2020,Standard Class
SC-2020-08-153388,CA-2020-153388,07-08-2020,Standard Class
SC-2020-08-147501,CA-2020-147501,06-08-2020,Standard Class
SC-2020-08-122406,CA-2020-122406,05-08-2020,Second Class
SC-2020-08-112767,CA-2020-112767,06-08-2020,Standard Class
SC-2020-08-112214,CA-2020-112214,11-08-2020,Standard Class
FC-2020-08-160794,CA-2020-160794,08-08-2020,First Class
SC-2020-08-135251,CA-2020-135251,10-08-2020,Standard Class
SC-2020-08-138331,CA-2020-138331,12-08-2020,Standard Class
SC-2020-08-163237,CA-2020-163237,09-08-2020,Second Class
FC-2020-08-117492,US-2020-117492,09-08-2020,First Class
FC-2020-08-124219,US-2020-124219,08-08-2020,First Class
SC-2020-08-141936,CA-2020-141936,12-08-2020,Standard Class
SC-2020-08-163895,CA-2020-163895,11-08-2020,Standard Class
SC-2020-08-129322,CA-2020-129322,10-08-2020,Second Class
SC-2020-08-168564,CA-2020-168564,08-08-2020,Same Day
SC-2020-08-127544,CA-2020-127544,12-08-2020,Standard Class
FC-2020-08-131338,CA-2020-131338,12-08-2020,First Class
SC-2020-08-163055,CA-2020-163055,16-08-2020,Standard Class
SC-2020-08-128013,CA-2020-128013,16-08-2020,Standard Class
SC-2020-08-103954,CA-2020-103954,13-08-2020,Second Class
SC-2020-08-155453,CA-2020-155453,14-08-2020,Standard Class
SC-2020-08-156496,US-2020-156496,16-08-2020,Standard Class
SC-2020-08-130022,CA-2020-130022,16-08-2020,Standard Class
SC-2020-08-121699,CA-2020-121699,14-08-2020,Standard Class
SC-2020-08-156797,US-2020-156797,15-08-2020,Standard Class
SC-2020-08-119634,CA-2020-119634,16-08-2020,Standard Class
FC-2020-08-133396,CA-2020-133396,15-08-2020,First Class
SC-2020-08-150441,CA-2020-150441,17-08-2020,Second Class
SC-2020-08-120516,CA-2020-120516,17-08-2020,Standard Class
SC-2020-08-148495,CA-2020-148495,13-08-2020,Same Day
SC-2020-08-112011,CA-2020-112011,20-08-2020,Standard Class
FC-2020-08-169656,CA-2020-169656,16-08-2020,First Class
SC-2020-08-162369,CA-2020-162369,19-08-2020,Standard Class
SC-2020-08-142454,CA-2020-142454,19-08-2020,Standard Class
SC-2020-08-128090,US-2020-128090,22-08-2020,Standard Class
SC-2020-08-164238,US-2020-164238,20-08-2020,Standard Class
SC-2020-08-126753,US-2020-126753,20-08-2020,Standard Class
SC-2020-08-119627,CA-2020-119627,23-08-2020,Standard Class
SC-2020-08-111297,CA-2020-111297,21-08-2020,Standard Class
SC-2020-08-130512,US-2020-130512,25-08-2020,Standard Class
SC-2020-08-130456,CA-2020-130456,26-08-2020,Standard Class
FC-2020-08-144267,CA-2020-144267,23-08-2020,First Class
SC-2020-08-122168,CA-2020-122168,26-08-2020,Standard Class
SC-2020-08-154823,CA-2020-154823,25-08-2020,Standard Class
SC-2020-08-129854,CA-2020-129854,26-08-2020,Standard Class
FC-2020-08-132080,CA-2020-132080,25-08-2020,First Class
SC-2020-08-114468,CA-2020-114468,23-08-2020,Same Day
SC-2020-08-165624,CA-2020-165624,28-08-2020,Standard Class
SC-2020-08-102491,CA-2020-102491,28-08-2020,Standard Class
SC-2020-08-123939,CA-2020-123939,26-08-2020,Second Class
SC-2020-08-146563,CA-2020-146563,28-08-2020,Standard Class
SC-2020-08-113740,CA-2020-113740,28-08-2020,Second Class
SC-2020-08-139584,CA-2020-139584,28-08-2020,Standard Class
FC-2020-08-169299,CA-2020-169299,26-08-2020,First Class
SC-2020-08-139759,US-2020-139759,30-08-2020,Standard Class
SC-2020-08-168809,CA-2020-168809,25-08-2020,Same Day
SC-2020-08-126445,CA-2020-126445,31-08-2020,Standard Class
SC-2020-09-101707,CA-2020-101707,01-09-2020,Standard Class
SC-2020-08-113040,CA-2020-113040,31-08-2020,Standard Class
SC-2020-09-121188,CA-2020-121188,04-09-2020,Standard Class
SC-2020-09-166219,CA-2020-166219,01-09-2020,Standard Class
SC-2020-09-100377,US-2020-100377,01-09-2020,Standard Class
SC-2020-09-107902,CA-2020-107902,02-09-2020,Standard Class
SC-2020-09-108532,CA-2020-108532,02-09-2020,Standard Class
